,_id,OBJECTID,DATE,Age_0_to_9,Age_10_to_19,Age_20_to_29,Age_30_to_39,Age_40_to_49,Age_50_to_59,Age_60_to_69,Age_70_to_79,Age_80plus,Age_Unknown
0,643bba8d5337de167702d9e5,1,04/08/2020 06:00:00 AM,0.0,0.0,0.0,4.0,4.0,16.0,26.0,39.0,35.0,0
1,643bba8d5337de167702d9e6,2,04/09/2020 06:00:00 AM,0.0,0.0,0.0,4.0,4.0,16.0,28.0,43.0,43.0,0
2,643bba8d5337de167702d9e7,3,04/10/2020 06:00:00 AM,0.0,0.0,0.0,5.0,5.0,20.0,32.0,51.0,58.0,0
3,643bba8d5337de167702d9e8,4,04/11/2020 06:00:00 AM,0.0,0.0,1.0,8.0,5.0,22.0,42.0,57.0,71.0,0
4,643bba8d5337de167702d9e9,5,04/12/2020 06:00:00 AM,0.0,0.0,1.0,9.0,5.0,25.0,51.0,65.0,79.0,0
5,643bba8d5337de167702d9ea,6,04/13/2020 06:00:00 AM,0.0,0.0,1.0,9.0,5.0,26.0,58.0,73.0,90.0,0
6,643bba8d5337de167702d9eb,7,04/14/2020 06:00:00 AM,0.0,0.0,1.0,11.0,6.0,29.0,69.0,83.0,103.0,0
7,643bba8d5337de167702d9ec,8,04/15/2020 06:00:00 AM,0.0,0.0,1.0,5.0,5.0,18.0,53.0,71.0,107.0,89
8,643bba8d5337de167702d9ed,9,04/16/2020 06:00:00 AM,0.0,0.0,2.0,6.0,6.0,23.0,61.0,77.0,123.0,94
9,643bba8d5337de167702d9ee,10,04/17/2020 06:00:00 AM,0.0,0.0,2.0,8.0,7.0,24.0,68.0,87.0,141.0,88
10,643bba8d5337de167702d9ef,11,04/18/2020 06:00:00 AM,0.0,0.0,2.0,8.0,9.0,24.0,72.0,93.0,153.0,102
11,643bba8d5337de167702d9f0,12,04/19/2020 06:00:00 AM,0.0,0.0,2.0,12.0,10.0,30.0,78.0,109.0,169.0,76
12,643bba8d5337de167702d9f1,13,04/20/2020 06:00:00 AM,0.0,0.0,2.0,12.0,10.0,33.0,80.0,115.0,185.0,79
13,643bba8d5337de167702d9f2,14,04/21/2020 06:00:00 AM,0.0,0.0,2.0,11.0,12.0,34.0,84.0,135.0,201.0,105
14,643bba8d5337de167702d9f3,15,04/22/2020 06:00:00 AM,0.0,0.0,2.0,12.0,12.0,39.0,90.0,150.0,228.0,98
15,643bba8d5337de167702d9f4,16,04/23/2020 06:00:00 AM,0.0,0.0,3.0,12.0,15.0,43.0,93.0,167.0,247.0,100
16,643bba8d5337de167702d9f5,17,04/24/2020 06:00:00 AM,0.0,0.0,3.0,13.0,17.0,46.0,102.0,174.0,267.0,101
17,643bba8d5337de167702d9f6,18,04/25/2020 06:00:00 AM,0.0,0.0,4.0,12.0,18.0,54.0,113.0,183.0,298.0,115
18,643bba8d5337de167702d9f7,19,04/26/2020 06:00:00 AM,0.0,0.0,4.0,12.0,18.0,54.0,117.0,185.0,305.0,132
19,643bba8d5337de167702d9f8,20,04/27/2020 06:00:00 AM,0.0,0.0,5.0,13.0,18.0,60.0,134.0,210.0,345.0,73
20,643bba8d5337de167702d9f9,21,04/28/2020 06:00:00 AM,0.0,0.0,6.0,13.0,19.0,61.0,139.0,219.0,377.0,95
21,643bba8d5337de167702d9fa,22,04/29/2020 06:00:00 AM,0.0,0.0,7.0,14.0,24.0,65.0,152.0,234.0,413.0,76
22,643bba8d5337de167702d9fb,23,04/30/2020 06:00:00 AM,0.0,0.0,8.0,14.0,26.0,68.0,161.0,251.0,444.0,75
23,643bba8d5337de167702d9fc,24,05/01/2020 06:00:00 AM,0.0,0.0,8.0,14.0,28.0,68.0,164.0,259.0,453.0,104
24,643bba8d5337de167702d9fd,25,05/02/2020 06:00:00 AM,0.0,0.0,8.0,16.0,28.0,76.0,176.0,285.0,490.0,77
25,643bba8d5337de167702d9fe,26,05/03/2020 06:00:00 AM,0.0,0.0,8.0,16.0,30.0,83.0,186.0,292.0,506.0,61
26,643bba8d5337de167702d9ff,27,05/04/2020 06:00:00 AM,0.0,0.0,8.0,17.0,30.0,85.0,191.0,296.0,519.0,70
27,643bba8d5337de167702da00,28,05/05/2020 06:00:00 AM,0.0,0.0,9.0,17.0,32.0,86.0,199.0,311.0,553.0,83
28,643bba8d5337de167702da01,29,05/06/2020 06:00:00 AM,0.0,0.0,9.0,17.0,33.0,87.0,207.0,325.0,585.0,75
29,643bba8d5337de167702da02,30,05/07/2020 06:00:00 AM,0.0,0.0,9.0,17.0,35.0,89.0,215.0,336.0,610.0,90
30,643bba8d5337de167702da03,31,05/08/2020 06:00:00 AM,0.0,0.0,10.0,17.0,35.0,90.0,220.0,356.0,635.0,90
31,643bba8d5337de167702da04,32,05/09/2020 06:00:00 AM,0.0,0.0,10.0,19.0,37.0,98.0,230.0,363.0,657.0,96
32,643bba8d5337de167702da05,33,05/10/2020 06:00:00 AM,0.0,0.0,10.0,19.0,38.0,100.0,238.0,378.0,669.0,86
33,643bba8d5337de167702da06,34,05/11/2020 06:00:00 AM,0.0,0.0,10.0,19.0,39.0,106.0,239.0,384.0,676.0,100
34,643bba8d5337de167702da07,35,05/12/2020 06:00:00 AM,0.0,0.0,10.0,20.0,42.0,108.0,252.0,400.0,712.0,99
35,643bba8d5337de167702da08,36,05/13/2020 06:00:00 AM,0.0,0.0,10.0,20.0,45.0,114.0,263.0,417.0,744.0,81
36,643bba8d5337de167702da09,37,05/14/2020 06:00:00 AM,0.0,0.0,10.0,20.0,48.0,116.0,271.0,428.0,771.0,84
37,643bba8d5337de167702da0a,38,05/15/2020 06:00:00 AM,0.0,0.0,10.0,21.0,52.0,118.0,280.0,441.0,790.0,80
38,643bba8d5337de167702da0b,39,05/16/2020 06:00:00 AM,0.0,0.0,10.0,22.0,51.0,123.0,290.0,449.0,817.0,80
39,643bba8d5337de167702da0c,40,05/17/2020 06:00:00 AM,0.0,0.0,10.0,23.0,51.0,124.0,295.0,459.0,841.0,73
40,643bba8d5337de167702da0d,41,05/18/2020 06:00:00 AM,0.0,0.0,10.0,23.0,51.0,126.0,302.0,465.0,852.0,74
41,643bba8d5337de167702da0e,42,05/19/2020 06:00:00 AM,0.0,1.0,10.0,24.0,53.0,131.0,306.0,478.0,884.0,76
42,643bba8d5337de167702da0f,43,05/20/2020 06:00:00 AM,0.0,1.0,10.0,25.0,54.0,135.0,311.0,495.0,908.0,65
43,643bba8d5337de167702da10,44,05/21/2020 06:00:00 AM,0.0,1.0,11.0,28.0,55.0,138.0,319.0,507.0,929.0,57
44,643bba8d5337de167702da11,45,05/22/2020 06:00:00 AM,0.0,1.0,11.0,28.0,56.0,145.0,327.0,514.0,952.0,58
45,643bba8d5337de167702da12,46,05/23/2020 06:00:00 AM,0.0,1.0,12.0,28.0,57.0,146.0,333.0,528.0,971.0,54
46,643bba8d5337de167702da13,47,05/24/2020 06:00:00 AM,0.0,1.0,12.0,28.0,58.0,148.0,338.0,534.0,984.0,59
47,643bba8d5337de167702da14,48,05/25/2020 06:00:00 AM,0.0,1.0,12.0,28.0,61.0,150.0,346.0,541.0,997.0,51
48,643bba8d5337de167702da15,49,05/26/2020 06:00:00 AM,0.0,1.0,12.0,28.0,65.0,151.0,351.0,550.0,1007.0,52
49,643bba8d5337de167702da16,50,05/27/2020 06:00:00 AM,0.0,1.0,11.0,28.0,66.0,153.0,358.0,563.0,1030.0,60
50,643bba8d5337de167702da17,51,05/28/2020 06:00:00 AM,0.0,1.0,13.0,29.0,66.0,155.0,362.0,573.0,1046.0,62
51,643bba8d5337de167702da18,52,05/29/2020 06:00:00 AM,0.0,1.0,12.0,29.0,68.0,160.0,374.0,581.0,1070.0,53
52,643bba8d5337de167702da19,53,05/30/2020 06:00:00 AM,0.0,1.0,12.0,30.0,68.0,165.0,381.0,590.0,1093.0,50
53,643bba8d5337de167702da1a,54,05/31/2020 06:00:00 AM,0.0,1.0,13.0,30.0,69.0,168.0,385.0,600.0,1102.0,43
54,643bba8d5337de167702da1b,55,06/01/2020 06:00:00 AM,0.0,1.0,12.0,31.0,71.0,172.0,387.0,605.0,1110.0,42
55,643bba8d5337de167702da1c,56,06/02/2020 06:00:00 AM,0.0,1.0,12.0,31.0,75.0,173.0,392.0,616.0,1125.0,49
56,643bba8d5337de167702da1d,57,06/03/2020 06:00:00 AM,0.0,1.0,12.0,31.0,75.0,179.0,401.0,626.0,1148.0,46
57,643bba8d5337de167702da1e,58,06/04/2020 06:00:00 AM,0.0,1.0,12.0,33.0,75.0,182.0,406.0,631.0,1171.0,35
58,643bba8d5337de167702da1f,59,06/05/2020 06:00:00 AM,0.0,1.0,13.0,33.0,78.0,187.0,412.0,637.0,1183.0,36
59,643bba8d5337de167702da20,60,06/06/2020 06:00:00 AM,0.0,1.0,13.0,34.0,79.0,191.0,417.0,648.0,1204.0,29
60,643bba8d5337de167702da21,61,06/07/2020 06:00:00 AM,0.0,1.0,13.0,34.0,79.0,191.0,420.0,651.0,1214.0,22
61,643bba8d5337de167702da22,62,06/08/2020 06:00:00 AM,0.0,1.0,14.0,34.0,80.0,192.0,424.0,651.0,1218.0,39
62,643bba8d5337de167702da23,63,06/09/2020 06:00:00 AM,0.0,1.0,14.0,34.0,81.0,194.0,430.0,658.0,1239.0,35
63,643bba8d5337de167702da24,64,06/10/2020 06:00:00 AM,0.0,1.0,14.0,34.0,81.0,198.0,435.0,664.0,1255.0,37
64,643bba8d5337de167702da25,65,06/11/2020 06:00:00 AM,0.0,1.0,14.0,35.0,83.0,202.0,435.0,669.0,1268.0,43
65,643bba8d5337de167702da26,66,06/12/2020 06:00:00 AM,0.0,1.0,14.0,35.0,85.0,205.0,444.0,673.0,1281.0,35
66,643bba8d5337de167702da27,67,06/13/2020 06:00:00 AM,0.0,1.0,14.0,35.0,87.0,206.0,452.0,676.0,1291.0,37
67,643bba8d5337de167702da28,68,06/14/2020 06:00:00 AM,0.0,1.0,14.0,36.0,87.0,207.0,459.0,684.0,1293.0,30
68,643bba8d5337de167702da29,69,06/15/2020 06:00:00 AM,0.0,1.0,14.0,35.0,87.0,209.0,460.0,693.0,1295.0,23
69,643bba8d5337de167702da2a,70,06/16/2020 06:00:00 AM,0.0,1.0,14.0,35.0,86.0,211.0,463.0,695.0,1306.0,40
70,643bba8d5337de167702da2b,71,06/17/2020 06:00:00 AM,0.0,1.0,14.0,35.0,87.0,214.0,464.0,704.0,1321.0,26
71,643bba8d5337de167702da2c,72,06/18/2020 06:00:00 AM,0.0,1.0,14.0,35.0,87.0,215.0,466.0,713.0,1334.0,21
72,643bba8d5337de167702da2d,73,06/19/2020 06:00:00 AM,0.0,1.0,14.0,35.0,87.0,218.0,468.0,715.0,1342.0,21
73,643bba8d5337de167702da2e,74,06/20/2020 06:00:00 AM,0.0,1.0,14.0,38.0,89.0,222.0,470.0,716.0,1352.0,21
74,643bba8d5337de167702da2f,75,06/21/2020 06:00:00 AM,0.0,1.0,14.0,38.0,90.0,223.0,471.0,718.0,1357.0,25
75,643bba8d5337de167702da30,76,06/22/2020 06:00:00 AM,0.0,1.0,15.0,39.0,93.0,224.0,473.0,720.0,1361.0,19
76,643bba8d5337de167702da31,77,06/23/2020 06:00:00 AM,0.0,1.0,15.0,39.0,93.0,224.0,474.0,724.0,1372.0,21
77,643bba8d5337de167702da32,78,06/24/2020 06:00:00 AM,0.0,1.0,16.0,39.0,94.0,226.0,479.0,728.0,1375.0,20
78,643bba8d5337de167702da33,79,06/25/2020 06:00:00 AM,0.0,1.0,16.0,39.0,95.0,230.0,481.0,732.0,1382.0,25
79,643bba8d5337de167702da34,80,06/26/2020 06:00:00 AM,0.0,1.0,16.0,39.0,95.0,230.0,488.0,736.0,1389.0,21
80,643bba8d5337de167702da35,81,06/27/2020 06:00:00 AM,0.0,1.0,16.0,39.0,96.0,234.0,490.0,738.0,1397.0,19
81,643bba8d5337de167702da36,82,06/28/2020 06:00:00 AM,0.0,1.0,17.0,39.0,96.0,235.0,490.0,743.0,1399.0,22
82,643bba8d5337de167702da37,83,06/29/2020 06:00:00 AM,0.0,1.0,17.0,39.0,96.0,237.0,492.0,744.0,1403.0,19
83,643bba8d5337de167702da38,84,06/30/2020 06:00:00 AM,0.0,1.0,16.0,40.0,96.0,239.0,493.0,744.0,1408.0,25
84,643bba8d5337de167702da39,85,07/01/2020 06:00:00 AM,0.0,1.0,16.0,40.0,98.0,241.0,496.0,747.0,1416.0,22
85,643bba8d5337de167702da3a,86,07/02/2020 06:00:00 AM,0.0,1.0,16.0,40.0,98.0,242.0,497.0,748.0,1422.0,22
86,643bba8d5337de167702da3b,87,07/03/2020 06:00:00 AM,0.0,1.0,16.0,41.0,98.0,242.0,501.0,756.0,1423.0,21
87,643bba8d5337de167702da3c,88,07/04/2020 06:00:00 AM,0.0,1.0,17.0,42.0,98.0,242.0,504.0,758.0,1428.0,21
88,643bba8d5337de167702da3d,89,07/05/2020 06:00:00 AM,0.0,1.0,17.0,42.0,98.0,242.0,505.0,758.0,1431.0,24
89,643bba8d5337de167702da3e,90,07/06/2020 06:00:00 AM,0.0,1.0,17.0,42.0,98.0,242.0,509.0,763.0,1433.0,16
90,643bba8d5337de167702da3f,91,07/07/2020 06:00:00 AM,0.0,1.0,17.0,42.0,98.0,242.0,511.0,766.0,1438.0,25
91,643bba8d5337de167702da40,92,07/08/2020 06:00:00 AM,0.0,1.0,18.0,42.0,98.0,245.0,513.0,768.0,1446.0,18
92,643bba8d5337de167702da41,93,07/09/2020 06:00:00 AM,0.0,1.0,18.0,42.0,99.0,245.0,514.0,773.0,1450.0,18
93,643bba8d5337de167702da42,94,07/10/2020 06:00:00 AM,0.0,1.0,18.0,42.0,99.0,247.0,516.0,775.0,1458.0,16
94,643bba8d5337de167702da43,95,07/11/2020 06:00:00 AM,0.0,1.0,18.0,42.0,99.0,249.0,517.0,777.0,1461.0,15
